id,region_cd,name,lat,lng,seq,police,office,group_id,arrow_configs,controller,diagram_order,weekly_plan,created_at,updated_at,api_int_no
"L02-4016","L02","연수동남3거리","37.424635","126.676621","4016","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4017","L02","수리봉4거리","37.424143","126.682864","4017","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4018","L02","길마산4거리","37.422995","126.693491","4018","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4019","L02","선학초교4거리","37.423009","126.701046","4019","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4020","L02","청학공고4거리","37.421511","126.66797","4020","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4021","L02","인천여고","37.42288","126.690725","4021","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4022","L02","옥골4거리","37.431084","126.646249","4022","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4023","L02","옥련고개3거리","37.429387","126.651217","4023","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4024","L02","송도역3거리","37.427703","126.657496","4024","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4025","L02","청학영남3거리","37.427346","126.659517","4025","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4026","L02","동춘역4거리","37.403509","126.678966","4026","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4027","L02","인송중입구사거리","37.425791","126.644659","4027","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4028","L02","옥련우리은행4거리","37.424257","126.64465","4028","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4029","L02","옥련백산사거리","37.421789","126.645342","4029","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4030","L02","옥련사거리","37.426904","126.644991","4030","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4031","L02","동남스포피아","37.42246","126.67477","4031","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4032","L02","함박초교4거리","37.423266","126.676495","4032","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4033","L02","함박뫼4거리","37.421782","126.681661","4033","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4034","L02","인천연일학교","37.42054","126.689386","4034","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4035","L02","문남초교","37.420062","126.680241","4035","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4036","L02","연수고가입구","37.418921","126.679217","4036","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4037","L02","연수중앙초3","37.416838","126.684823","4037","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4038","L02","연수중3거리","37.415732","126.686709","4038","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4039","L02","적십자병원","37.41708","126.689224","4039","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4040","L02","용담공원4거리","37.420148","126.671977","4040","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4041","L02","청학중삼거리","37.417444","126.670953","4041","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4042","L02","연수국민은행사거리","37.415482","126.676899","4042","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4043","L02","먼우금4거리","37.413655","126.675678","4043","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4044","L02","연수동아입구","37.411679","126.677528","4044","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4045","L02","연화사거리","37.413734","126.684742","4045","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4046","L02","연수2동사무소","37.412128","126.68184","4046","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4047","L02","연수구청사거리","37.410181","126.679666","4047","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4048","L02","청량중3","37.411037","126.672929","4048","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4049","L02","연성중학교","37.408468","126.677798","4049","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4050","L02","소금밭사거리","37.405457","126.6761","4050","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4051","L02","동막초교","37.402831","126.673315","4051","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4052","L02","나나주유소","37.41317","126.657226","4052","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4053","L02","여성의광장사거리","37.411979","126.665635","4053","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4054","L02","동춘태평아파트","37.410973","126.667997","4054","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4055","L02","동춘4거리","37.409117","126.670764","4055","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4056","L02","동춘한양4거리","37.406563","126.670018","4056","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4057","L02","서면초교4거리","37.402973","126.669785","4057","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4058","L02","구석말3거리","37.399113","126.668698","4058","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4059","L02","친수공원","37.421596","126.637562","4059","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4060","L02","아암도","37.412592","126.641757","4060","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4061","L02","송도3교4거리","37.408447","126.646635","4061","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4062","L02","송도2교사거리","37.400904","126.655322","4062","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4063","L02","외암도4거리","37.392604","126.666937","4063","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4064","L02","장도장4거리","37.435949","126.698558","4064","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4065","L02","연수중앙병원","37.416017","126.673755","4065","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4066","L02","청학지하차도입구","37.424921","126.673091","4066","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4067","L02","함박마을입구","37.423908","126.686098","4067","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4068","L02","먼우금길삼거리","37.41758","126.677915","4068","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4069","L02","인천여중","37.404529","126.675103","4069","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4070","L02","송도라마다입구","37.412913","126.653642","4070","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4071","L02","능허대공원북측","37.422902","126.641883","4071","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4072","L02","동춘국민은행삼거리","37.407583","126.672929","4072","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4073","L02","소암말4거리","37.411993","126.654244","4073","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4074","L02","대우차출고장","37.410238","126.65075","4074","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4075","L02","옥련현대1차4거리","37.427268","126.642979","4075","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4076","L02","옥련2동4거리","37.426512","126.648082","4076","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4077","L02","옥련중후문4거리","37.425591","126.654469","4077","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4078","L02","옥련중정문4거리","37.425827","126.652771","4078","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4079","L02","새싹공원3거리","37.426226","126.649797","4079","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4080","L02","주은교회","37.423487","126.654406","4080","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4081","L02","축현초교4거리","37.422609","126.653283","4081","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4082","L02","송도가든","37.422659","126.650112","4082","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4083","L02","예일교회","37.422402","126.647947","4083","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4084","L02","송도유원지","37.4184","126.649734","4084","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4085","L02","옥련금고3거리","37.425413","126.656184","4085","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4086","L02","옥련2동사무소","37.429979","126.649501","4086","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4087","L02","앵고개사거리","37.412628","126.663137","4087","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4088","L02","용담마을3거리","37.42064","126.670521","4088","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4089","L02","꽃게거리입구","37.416802","126.6503","4089","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4090","L02","문학경기장역4","37.434173","126.697902","4090","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4091","L02","선학경기장입구4거리","37.431049","126.698908","4091","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4092","L02","연수보건소","37.418543","126.671303","4092","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4093","L02","동춘대동입구","37.404665","126.669893","4093","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4094","L02","청량초3","37.412414","126.67433","4094","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4095","L02","연수체육공원","37.40677","126.685137","4095","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4096","L02","연수E마트입구","37.406049","126.681346","4096","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4097","L02","송도역앞","37.428416","126.654325","4097","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4098","L02","청릉마을3(청학태평2차A)","37.417794","126.669488","4098","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4099","L02","동춘차고3","37.400069","126.669497","4099","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4100","L02","동춘서해3거리","37.40966","126.666407","4100","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4101","L02","동춘2구역4거리","37.408054","126.666299","4101","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4102","L02","구석말4거리","37.400883","126.665617","4102","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4103","L02","박문초교 입구","37.402167","126.666874","4103","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4104","L02","문남마을입구","37.422524","126.679621","4104","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4105","L02","능허대초교4거리","37.424443","126.649465","4105","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4106","L02","승기펌프장","37.416181","126.639296","4106","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4107","L02","인천대교홍보관3거리","37.409674","126.645117","4107","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4108","L02","대한적십자(보)","37.419891","126.690482","4108","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4109","L02","소암말입구4","37.404693","126.657855","4109","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4110","L02","소암말3거리","37.40926","126.65569","4110","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4111","L02","DC04","37.412343","126.657415","4111","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4112","L02","동춘파크자이(DC09)","37.411187","126.658152","4112","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4113","L02","새봄초후문(DC10)","37.409802","126.657253","4113","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4114","L02","능허대초교정문","37.423651","126.647974","4114","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4115","L02","박문초교남","37.401475","126.666227","4115","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4116","L02","옥련서해입구3","37.422559","126.651899","4116","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4117","L02","선학초교3거리","37.424236","126.701181","4117","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4118","L02","청학초교앞","37.418899","126.669875","4118","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4119","L02","옥련초교정문","37.425178","126.648019","4119","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4120","L02","봉재산3거리","37.404772","126.667844","4120","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4121","L02","박문초교북3","37.403209","126.667377","4121","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4122","L02","연송초앞","37.456","126.705","4122","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4123","L02","신송초남3거리","37.456","126.705","4123","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4124","L02","신송공원3거리","37.456","126.705","4124","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4125","L02","먼우금초남3거리","37.456","126.705","4125","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4126","L02","잔디마당","37.456","126.705","4126","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4127","L02","생태마당","37.456","126.705","4127","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-4128","L02","동춘초교앞","37.409988","126.669443","4128","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5001","L02","남동굴다리4거리","37.406085","126.698755","5001","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5002","L02","고잔4거리","37.389414","126.686368","5002","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5003","L02","제3번영로4거리","37.399933","126.686305","5003","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5004","L02","제2번영로4거리","37.4046","126.689844","5004","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5005","L02","남동공단PB","37.409346","126.69324","5005","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5006","L02","제1번영로사거리","37.415218","126.698181","5006","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5007","L02","농산물시장4거리","37.443132","126.702879","5007","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5008","L02","신세계백화점","37.443531","126.700247","5008","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5009","L02","갈뫼사거리","37.388529","126.716551","5009","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5010","L02","작은구월4거리","37.449144","126.718671","5010","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5011","L02","석정초교(보)","37.46645","126.698136","5011","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5012","L02","간석4거리","37.461053","126.720126","5012","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5013","L02","구월체육공원입구","37.458864","126.719767","5013","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5014","L02","전재울삼거리","37.438781","126.710074","5014","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5015","L02","선수촌삼거리","37.439073","126.714817","5015","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5016","L02","교보문고3거리","37.445592","126.700525","5016","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5017","L02","만수북초교3거리","37.459106","126.727151","5017","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5018","L02","간석역북측","37.46563","126.693527","5018","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5019","L02","구월벽산입구","37.448873","126.724375","5019","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5020","L02","만수지구대","37.46163","126.731391","5020","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5021","L02","장수4거리","37.45005","126.746133","5021","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5022","L02","장자골4거리","37.449301","126.749555","5022","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5023","L02","구월팬더입구","37.449586","126.710658","5023","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5024","L02","남동나들목","37.431305","126.708439","5024","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5025","L02","전재울4거리","37.438845","126.706238","5025","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5026","L02","독곡4거리","37.448017","126.740347","5026","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5027","L02","남동구평생학습관3","37.447026","126.733251","5027","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5028","L02","장승백이4거리","37.447675","126.745091","5028","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5029","L02","서창분기점입구","37.441598","126.742099","5029","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5030","L02","만수여중","37.459705","126.732577","5030","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-5031","L02","부평4거리","37.479198","126.710775","5031","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:08.381365+00:00","2026-06-23T22:43:05.98+00:00","null"
