id,region_cd,name,lat,lng,seq,police,office,group_id,arrow_configs,controller,diagram_order,weekly_plan,created_at,updated_at,api_int_no
"L02-3009","L02","주안7동주민센터","37.448224","126.676711","3009","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3010","L02","신기시장4거리","37.448038","126.679684","3010","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3011","L02","승학4거리","37.448288","126.689961","3011","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3012","L02","남인천여중4거리","37.445457","126.694983","3012","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3013","L02","중앙공원4거리","37.443987","126.698827","3013","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3014","L02","숭의운동장4거리","37.464026","126.643958","3014","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3015","L02","도화동원입구","37.464019","126.671815","3015","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3016","L02","주안우진입구","37.448038","126.685218","3016","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3017","L02","현상약국","37.453601","126.679846","3017","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3018","L02","미추홀사거리","37.460974","126.680232","3018","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3019","L02","주안로얄입구 - 주안로얄아파트","37.449529","126.679747","3019","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3020","L02","가구단지4거리","37.480588","126.655735","3020","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3021","L02","궁현4거리","37.47559","126.665158","3021","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3022","L02","송림고개","37.477544","126.653723","3022","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3023","L02","용현국민은행3","37.454585","126.633699","3023","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3024","L02","차량정비단지3","37.439323","126.633394","3024","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3025","L02","경인방송국3","37.436477","126.633969","3025","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3026","L02","인하대후문","37.451148","126.656714","3026","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3027","L02","용현4동사무소","37.449536","126.662832","3027","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3028","L02","교통방송사거리","37.445464","126.650489","3028","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3029","L02","OCI입구","37.441491","126.649447","3029","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3030","L02","능해나들목4(능해IC)","37.446455","126.631804","3030","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3031","L02","학익여고입구4거리","37.44443","126.678822","3031","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3032","L02","학익교회3거리","37.441163","126.678319","3032","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3033","L02","조개고개삼거리","37.434494","126.647246","3033","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3034","L02","용일사거리","37.452296","126.667512","3034","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3035","L02","주안2동사무소","37.451818","126.673073","3035","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3036","L02","신기4거리","37.451383","126.679891","3036","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3037","L02","제물포여중(보)","37.450912","126.687401","3037","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3038","L02","승기4거리","37.450734","126.68988","3038","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3039","L02","시민공원역4거리","37.458479","126.68008","3039","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3040","L02","석바위4거리","37.457908","126.689395","3040","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3041","L02","인천고교","37.454742","126.689593","3041","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3042","L02","석암4거리","37.463584","126.689844","3042","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3043","L02","주안역3거리","37.464019","126.680358","3043","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3044","L02","도화초교4거리","37.463876","126.669165","3044","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3045","L02","도화나들목","37.461167","126.672884","3045","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3046","L02","주안4거리","37.458764","126.676145","3046","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3047","L02","도화4거리","37.46844","126.665015","3047","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3048","L02","6공단사거리","37.473473","126.668527","3048","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3049","L02","인천교3거리","37.476239","126.67009","3049","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3050","L02","기계공고(보)","37.455384","126.66992","3050","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3051","L02","제일시장4거리","37.458978","126.672282","3051","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3052","L02","인천금고","37.459477","126.693482","3052","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3053","L02","관교여중4거리","37.445392","126.689988","3053","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3054","L02","주안역지구대","37.46424","126.675633","3054","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3055","L02","석암지하차도 입구","37.463769","126.686035","3055","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3056","L02","주안현대입구","37.4582","126.68387","3056","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3057","L02","남구청입구삼거리","37.466165","126.649492","3057","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3058","L02","숭의3거리","37.466158","126.652591","3058","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3059","L02","제물포역3거리","37.466208","126.656355","3059","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3060","L02","수봉공원3거리","37.465481","126.663811","3060","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3061","L02","숭의로타리","37.462165","126.64288","3061","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3062","L02","능안삼거리","37.460817","126.63838","3062","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3063","L02","인하대병원4거리","37.457188","126.635864","3063","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3064","L02","학익소방4거리","37.439694","126.672228","3064","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3065","L02","제물포역북측3거리","37.467798","126.656427","3065","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3066","L02","대우전자입구","37.444116","126.644946","3066","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3067","L02","문학향교","37.438474","126.686125","3067","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3068","L02","문학4거리","37.439565","126.677789","3068","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3069","L02","학익지구대사거리","37.439523","126.674986","3069","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3070","L02","주안태화입구","37.467342","126.675453","3070","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3071","L02","주안주유소","37.453458","126.668428","3071","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3072","L02","법원길삼거리","37.4404","126.670593","3072","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3073","L02","학익4거리","37.442939","126.664188","3073","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3074","L02","학익치안센타","37.444472","126.660514","3074","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3075","L02","인하공전","37.446027","126.656526","3075","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3076","L02","인하대정문","37.446826","126.654657","3076","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3077","L02","비룡4거리","37.448652","126.649932","3077","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3078","L02","용현고개","37.453958","126.648612","3078","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3079","L02","용현4거리","37.456318","126.649914","3079","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3080","L02","남부역삼거리","37.460012","126.64147","3080","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3081","L02","숭의5거리","37.459841","126.648315","3081","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3082","L02","장안4거리","37.46367","126.646518","3082","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3083","L02","남구청4거리","37.465053","126.649995","3083","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3084","L02","독정이3거리","37.45609","126.655232","3084","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3085","L02","옥련사격장3","37.435799","126.647605","3085","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3086","L02","학산사거리","37.440792","126.662553","3086","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3087","L02","학익대동A","37.440072","126.666614","3087","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3088","L02","주안진흥입구","37.447931","126.681346","3088","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3089","L02","관교삼환A","37.441085","126.698477","3089","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3090","L02","석암주유소","37.457509","126.694659","3090","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3091","L02","관청마을입구","37.438759","126.681301","3091","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3092","L02","방축고가입구사거리","37.474685","126.678364","3092","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3093","L02","주안산단역4거리","37.473894","126.681068","3093","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3094","L02","주염로삼거리","37.472354","126.685469","3094","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3095","L02","학익2동사무소","37.446619","126.667054","3095","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3096","L02","순일빌딩3거리","37.467712","126.672237","3096","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3097","L02","용현우리은행3거리","37.449793","126.633412","3097","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3098","L02","용현대림삼거리","37.448787","126.634894","3098","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3099","L02","제운4거리","37.448901","126.667503","3099","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3100","L02","문학고개","37.438267","126.675956","3100","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3101","L02","용현향교4거리","37.4585","126.644964","3101","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3102","L02","학익교삼거리","37.442953","126.657146","3102","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3103","L02","용화사4거리","37.469723","126.683098","3103","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3104","L02","주안일터4거리","37.470293","126.679999","3104","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3105","L02","주안5동PB","37.470821","126.677214","3105","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3106","L02","용현굴다리","37.451918","126.648279","3106","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3107","L02","문학체육공원삼거리","37.43841","126.689206","3107","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3108","L02","주안전화국입구","37.458821","126.674447","3108","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3109","L02","도화역입구","37.468283","126.666632","3109","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3110","L02","인하대후문3거리","37.452296","126.652807","3110","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3111","L02","석바위고개3거리","37.460967","126.689647","3111","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3112","L02","종합터미널입구4","37.438931","126.699591","3112","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3113","L02","관교교통공원","37.438952","126.698208","3113","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3114","L02","독정이굴다리","37.455041","126.658691","3114","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3115","L02","용일초교","37.452731","126.666057","3115","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3116","L02","법원3거리","37.441998","126.666506","3116","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3117","L02","검찰청3거리","37.442547","126.670432","3117","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3118","L02","관교중3거리","37.442754","126.691838","3118","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3119","L02","인천소방본부","37.448723","126.669955","3119","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3120","L02","정석항공고","37.450335","126.659894","3120","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3121","L02","남구청민원실","37.463263","126.6511","3121","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3122","L02","장천사거리","37.461374","126.652142","3122","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3123","L02","용현신약국","37.459605","126.653211","3123","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3124","L02","용현시장","37.457495","126.654567","3124","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3125","L02","숭의교회","37.461466","126.644434","3125","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3126","L02","숭의초교","37.462629","126.655196","3126","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3127","L02","제물포치안3거리","37.464839","126.65631","3127","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3128","L02","제물포시장","37.463085","126.656624","3128","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3129","L02","용정초교","37.45989","126.659104","3129","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3130","L02","푸른샘어린이집","37.460454","126.649869","3130","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3131","L02","용현신창입구","37.44388","126.642548","3131","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3132","L02","용화사입구(보)","37.468154","126.682002","3132","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3133","L02","제물포굴다리","37.466251","126.658349","3133","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3134","L02","삼영주유소","37.481985","126.653211","3134","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3135","L02","용현윤성입구","37.445328","126.639799","3135","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3136","L02","옹진군청","37.44669","126.637841","3136","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3137","L02","수봉대림빌라(보)","37.459078","126.668967","3137","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3138","L02","수봉교회(보)","37.4586","126.667279","3138","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3139","L02","수봉마을쉼터(보)","37.45773","126.666236","3139","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3140","L02","수봉운교3거리","37.457701","126.663083","3140","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3141","L02","미추홀서입구4","37.443745","126.655187","3141","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3142","L02","인주중학교","37.441762","126.660083","3142","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3143","L02","문학초교","37.438553","126.683511","3143","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3144","L02","학익여고3거리","37.444159","126.67628","3144","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3145","L02","중부검역본부","37.463876","126.684023","3145","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3146","L02","학익초교입구","37.445157","126.658565","3146","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3147","L02","토금6로굴다리4","37.455134","126.64023","3147","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3148","L02","여성복지관4","37.459726","126.689557","3148","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3149","L02","인천남중입구","37.466201","126.654352","3149","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3150","L02","잔다리입구","37.450577","126.692674","3150","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3151","L02","숭의2동주민센타","37.462557","126.647004","3151","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
"L02-3152","L02","학익역4거리","37.438495","126.648342","3152","","","","{}","","-1","1;1;1;1;1;2;3","2026-06-23T22:43:07.334182+00:00","2026-06-23T22:43:05.98+00:00","null"
