"ID","Seq","PlanType","FlashGreen","FlashAll","FlashTimed","EmgFireSt","EmgFireTr","EtcOper","EtcSpare1","lane_N","lane_E","lane_S","lane_W","lane_NE","lane_SE","lane_SW","lane_NW","ZoneChild","ZoneOld","ZoneDis","cwDiag","cwTwo","cwIsland","ResRed","ResGreen","AuxLeft","AuxRight","FloorSignal","leftProt","leftPerm","leftPplt","leftPdlt","leftST","Leadlag","UtSig","rightSig","channelSig","PedEarly","pedLpi","pedSpd07","PedExtend","pedMulti","PedSync","PedAutoExtend","pedLag"
"krd-21041","2104","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21050","2105","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21060","2106","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","S;W","","","","","","","","","","","","","","","",""
"krd-21070","2107","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21071","2107","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21080","2108","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","E;S","","","","","","","","","","","","","","","",""
"krd-21081","2108","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21090","2109","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21110","2111","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","E;S","","","","","","","","","","","","","","","",""
"krd-21111","2111","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21112","2111","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21140","2114","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","S;W","","","","","","","","","","","","","","","",""
"krd-21141","2114","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21150","2115","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,8,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,8,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","E;W","","","","","","",""
"krd-21151","2115","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21160","2116","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","E","","","","","","","","","","","","","","","",""
"krd-21170","2117","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,8,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","N;E;S;W","","","","","","","","","E","","","","","","",""
"krd-21180","2118","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","W","","","","","","","","","","","","","","","",""
"krd-21190","2119","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21200","2120","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21210","2121","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21211","2121","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21212","2121","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21220","2122","일반","0","0","0","0","0","0","0","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","S;W","","","","","","","","","","","","","","","",""
"krd-21221","2122","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"krd-21230","2123","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,1,0,0,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:1|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","E;S","","","","","","","","","","","","","","","",""
"krd-21231","2123","일반","0","0","0","0","0","0","0","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","act:0|A:0,0,0,0,0,1,0,0,0,0,0,50|B:0,0,0,0,0,0,0,0,0,0,0,50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
