ID,Name,Lat,Lng,Seq,Police,Office,GroupID,FlashCfg,OpIntervention,ArrowConfigs,Controller,DiagramOrder,Weekly_plan
"krd-10","이촌역앞","37.523197120","126.971325400","1","용산","용산","231","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11","이촌역앞(연등)","37.523071840","126.972151200","1","용산","용산","231","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-20","왕십리역앞","37.561264020","127.037823700","2","성동","성동","398","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-30","하왕십리풍림아파트","37.557935480","127.024271600","3","중부","중부","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-31","하왕십리풍림아파트(연등)","37.558886420","127.023735400","3","중부","중부","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-40","월곡초교","37.610133930","127.047762500","4","종암","종암","1791","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-50","석관중","37.607215960","127.066001300","5","종암","종암","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-51","석관중(연등)","37.605895030","127.066614900","5","종암","종암","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-60","석관펌프장","37.613602860","127.065871000","6","종암","종암","274","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-61","석관펌프장(연등)","37.613774330","127.065225000","6","종암","종암","274","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-70","국민은행석관","37.609058930","127.058871600","7","종암","종암","322","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-71","국민은행석관(연등)","37.608279190","127.059685600","7","종암","종암","322","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-80","사대부중","37.595779550","127.038371000","8","종암","종암","363","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-550","e편한세상신촌401동","37.558934150","126.956502800","55","서대문","서대문","344","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-551","e편한세상신촌401동(연등)1","37.559348230","126.956627500","55","서대문","서대문","344","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-552","e편한세상신촌401동(연등)2","37.558540640","126.956447400","55","서대문","서대문","344","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-553","e편한세상신촌401동(연등)3","37.557929800","126.956331300","55","서대문","서대문","344","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-920","광장중학교","37.546804570","127.102205500","92","광진","광진","1651","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1060","전동중교앞","37.584903810","127.072000400","106","동대문","동대문","354","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1110","현대빌딩본관","37.577355410","126.987998600","111","종로","종로","530","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1130","마장진출램프","37.572199730","127.035020000","113","동대문","동대문","1877","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1200","답십리1동","37.566073460","127.055578100","120","동대문","동대문","1844","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1360","아리랑고개","37.600865050","127.014068100","136","성북","성북","633","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1361","아리랑고개(연등)","37.600613480","127.014931200","136","성북","성북","633","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1410","남정초교","37.536813170","126.964065400","141","용산","용산","314","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1470","창4동주민센터","37.652399000","127.051128300","147","도봉","도봉","1921","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1500","서울디자인지원센터","37.572836830","127.007642900","150","혜화","혜화","523","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1510","이화사거리","37.576192850","127.002212700","151","혜화","혜화","1386","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1520","한마루교회","37.601546240","127.076389500","152","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1530","돈암초교정문","37.593503840","127.011902900","153","성북","성북","1657","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1540","꿈의숲동문주차장입구","37.621189390","127.045657800","154","강북","강북","151","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;3:-0.00013895646122819016:-0.000017061708078358606:0;6:0.000017061708078358606:0.00013895646122819016:45;7:0.00013895646122819016:0.000017061708078358606:180;18:0:-0.00018000000000029104:0;102:-0.00008241345054926796:-0.00020398044800629123:0;107:0.00020398044800629123:0.00008241345055637339:0","","-1","1;1;1;1;1;2;3"
"krd-1550","송정동공영주차장","37.550184730","127.068515700","155","광진","광진","424","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1560","혜화동로터리","37.585593150","127.001240200","156","혜화","혜화","196","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1561","혜화동로터리(연등)","37.585875480","127.000929100","156","혜화","혜화","196","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1570","세운상가","37.570561310","126.995087900","157","혜화","혜화","521","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1580","청계6가","37.569955750","127.009679100","158","혜화","혜화","532","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1581","청계6가(연등)","37.569609820","127.009729300","158","혜화","혜화","532","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1620","중곡119안전센터","37.566965570","127.086384300","162","광진","광진","1771","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1660","농협태릉지점","37.618259990","127.077303800","166","노원","노원","1080","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1720","태릉입구역","37.617642300","127.075644100","172","노원","노원","1080","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1800","완성아파트","37.625363130","127.037107000","180","강북","강북","330","0|||","0|","4:0.00013895646122819016:-0.000017061708078358606:315;8:-0.00013895646122819016:0.000017061708078358606:45;18:0:-0.00018000000000029104:0","","-1","1;1;1;1;1;2;3"
"krd-1810","인수중","37.643315100","127.010938000","181","강북","강북","167","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1811","인수중(연등)1","37.642351200","127.010931000","181","강북","강북","167","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1812","인수중(연등)2","37.644466340","127.010800200","181","강북","강북","167","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1820","예찬교회","37.640789670","127.011132000","182","강북","강북","167","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1830","세윤하이츠","37.635376030","127.013176100","183","강북","강북","629","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1840","라이브파크정문","37.619445200","127.010389900","184","강북","강북","291","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-1860","용두119안전센터앞","37.578135530","127.031799900","186","동대문","동대문","606","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2040","보문리슈빌204동","37.585756580","127.020625300","204","성북","성북","1393","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2080","마장진입램프","37.572528480","127.035936700","208","동대문","동대문","1877","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2090","수색교","37.587031210","126.887228500","209","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2100","수색서광빌딩","37.584025230","126.891672800","210","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2110","수색동주민센터","37.583157080","126.893713200","211","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2120","수색역","37.582162590","126.895402200","212","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2130","수색디지털프라자","37.580726230","126.897800400","213","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2140","이마트수색점","37.579498560","126.899911000","214","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2150","디지털미디어시티역","37.578170370","126.901703400","215","서부","서부","62","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2190","노원문화원","37.628700750","127.070326300","219","노원","노원","1620","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2200","월계사슴2단지","37.632295310","127.060301100","220","노원","노원","211","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2201","월계사슴2단지(연등)","37.633046110","127.059511800","220","노원","노원","211","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2210","청구종합상가","37.650709920","127.074616100","221","노원","노원","583","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2211","청구종합상가(연등)","37.650681770","127.075448900","221","노원","노원","583","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2220","KT노원지사","37.654870030","127.063157600","222","노원","노원","1667","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2230","금호119안전센터","37.554070030","127.024613800","223","성동","성동","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2240","청계초교","37.644253400","127.067159700","224","노원","노원","285","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2241","청계초교(연등)","37.645338680","127.066701700","224","노원","노원","285","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2250","용동초교","37.641798570","127.068282900","225","노원","노원","309","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2251","용동초교(연등)","37.640571280","127.068828000","225","노원","노원","309","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2260","을지병원","37.637200830","127.070342300","226","노원","노원","319","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2270","연촌초교","37.634342020","127.071885700","227","노원","노원","288","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2280","위례정보산업고","37.631058530","127.073598100","228","노원","노원","288","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2281","위례정보산업고(연등)","37.631283470","127.073201900","228","노원","노원","288","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2290","상계5동주민센터","37.662650410","127.069300200","229","노원","노원","1677","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2300","창일초교","37.647253820","127.048344800","230","도봉","도봉","509","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2310","당고개역","37.670472550","127.079530200","231","노원","노원","1678","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2320","삼양동자치회관","37.620118490","127.012052700","232","강북","강북","291","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2330","중화지구대","37.598141250","127.071986300","233","중랑","중랑","1671","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2360","중화초교","37.603972360","127.095594200","236","중랑","중랑","692","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2370","동서학원","37.601813510","127.087338200","237","중랑","중랑","318","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2371","동서학원(연등)","37.600395690","127.087544400","237","중랑","중랑","318","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2380","면목2공영주차장입구","37.587107400","127.081928300","238","중랑","중랑","121","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2390","노원롯데백화점","37.654305360","127.060599800","239","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2391","노원롯데백화점(연등)","37.654602720","127.061912000","239","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2400","사가정역","37.580727060","127.088454500","240","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2420","도봉경찰서","37.652924520","127.053339600","242","도봉","도봉","1921","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2430","성수대교북단","37.543996000","127.036214100","243","성동","성동","545","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2431","성수대교북단램프(연등)","37.539730080","127.035197200","243","성동","성동","545","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2470","성동종합행정마을","37.563765680","127.036206200","247","성동","성동","1926","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2480","도선사거리","37.566064000","127.036492800","248","성동","성동","1926","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2490","국민은행마장","37.570104550","127.037627100","249","성동","성동","67","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2500","서울시설공단북단","37.572735560","127.037992500","250","동대문","동대문","67","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2530","코오롱연립","37.636437690","127.072152900","253","노원","노원","288","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2531","코오롱연립(연등)","37.636953760","127.072321300","253","노원","노원","288","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2540","서진아파트","37.622988210","127.072250600","254","노원","노원","280","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2550","동천학교","37.644113040","127.074096400","255","노원","노원","1714","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2560","상원중","37.671047100","127.058238200","256","노원","노원","1631","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2561","상원중(연등)1","37.670997670","127.057645900","256","노원","노원","1631","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2562","상원중(연등)2","37.670930220","127.058516900","256","노원","노원","1631","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2590","한남대교램프","37.525006620","127.014548400","259","용산","용산","1417","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2600","꿈의숲효성해링턴","37.616547100","127.034054700","260","강북","강북","350","0|||","0|","2:-0.000017061708078358606:-0.00013895646122819016:45;5:0.000017061708078358606:-0.00013895646122819016:90;6:0.000017061708078358606:0.00013895646122819016:45;7:0.00013895646122819016:0.000017061708078358606:180;18:0:-0.00018000000000029104:0;102:-0.00008241345054926796:-0.00020398044800629123:0;107:0.00020398044800629123:0.00008241345055637339:0","","-1","1;1;1;1;1;2;3"
"krd-2620","용원초교","37.628854100","127.068478500","262","노원","노원","1691","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2630","한남대교북단","37.528858080","127.010981000","263","용산","용산","1774","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2640","7단지영업소","37.659971270","127.063869500","264","노원","노원","1109","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2650","동대문차량보관소","37.588609800","127.068556400","265","동대문","동대문","134","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2660","종암경찰서","37.601916050","127.032918000","266","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2670","방학중학교","37.666505930","127.032202300","267","도봉","도봉","209","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2680","방학2동주민센터","37.668092000","127.034489200","268","도봉","도봉","209","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2760","돈암시장","37.591248100","127.016791500","276","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2770","백운시장","37.655829390","127.015745600","277","도봉","도봉","559","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2771","백운시장(연등)","37.656715630","127.015488800","277","도봉","도봉","559","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2800","임오빌딩","37.558574600","126.917853300","280","마포","마포","63","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2820","은평뉴타운129동","37.633398990","126.919377900","282","은평","은평","680","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2830","중국영사관","37.556480090","126.984939400","283","남대문","남대문","1446","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2840","신석어린이집","37.542385840","126.937032000","284","마포","마포","677","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2841","신석어린이집(연등)","37.542249170","126.936450900","284","마포","마포","677","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2880","농협신당동지점","37.564135340","127.015992200","288","중부","중부","1747","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2890","DMC쌍용아파트","37.575716300","126.918876700","289","서대문","서대문","693","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2910","지봉로8길입구","37.575516270","127.015678500","291","혜화","혜화","516","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2911","지봉로8길입구(연등)1","37.574647510","127.015694800","291","혜화","혜화","516","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-2912","지봉로8길입구(연등)2","37.574277230","127.015687900","291","혜화","혜화","516","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3110","피자헛삼거리","37.621915500","127.051851400","311","종암","종암","1781","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3260","천마빌딩","37.582062500","127.052458300","326","동대문","동대문","1758","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3270","장안현대아파트","37.580899170","127.068365100","327","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3280","녹주아파트","37.620718380","127.073017000","328","노원","노원","280","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3360","북아현119안전센터","37.560762920","126.955989000","336","서대문","서대문","713","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3370","우림빌딩","37.641721100","127.022428200","337","강북","강북","1815","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3380","백련산해모로아파트","37.595776260","126.921161200","338","서부","서부","1795","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3381","백련산해모로아파트(연등)","37.596079680","126.920105300","338","서부","서부","1795","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3390","녹번역e편한세상캐슬정문","37.600256710","126.931551600","339","서부","서부","1796","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3410","수도약국","37.544928100","127.088450400","341","광진","광진","253","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3450","월계중정문","37.631388930","127.052804100","345","노원","노원","211","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3460","한영프라자","37.654926190","127.040720500","346","도봉","도봉","1681","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3461","한영프라자(연등)","37.655451730","127.040586200","346","도봉","도봉","1681","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3520","삼청파출소","37.581564750","126.981139100","352","종로","종로","46","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3560","공성아파트정문","37.581143370","127.035504100","356","동대문","동대문","1808","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3570","중랑구청입구","37.606381810","127.093675600","357","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3571","중랑구청입구(연등)","37.606625170","127.094422500","357","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3580","마젤란아파트","37.586118890","127.083635200","358","중랑","중랑","39","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3590","망우택시미터","37.589091540","127.093862400","359","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3600","면목삼팔파출소","37.583180590","127.083908500","360","중랑","중랑","39","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3610","면목아이파크108동","37.583388340","127.081261100","361","중랑","중랑","1801","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3620","면목아이파크110동","37.583348400","127.082589500","362","중랑","중랑","1801","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3630","신내SKV1센터","37.613814420","127.113354300","363","중랑","중랑","158","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3660","당고개주유소","37.668997840","127.080100300","366","노원","노원","1994","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3661","당고개주유소(연등)","37.669407420","127.080423100","366","노원","노원","1994","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3730","중평중학교","37.637563120","127.062871900","373","노원","노원","1692","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3740","철도병원입구","37.525561550","126.966465600","374","용산","용산","231","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3750","길빛도서관","37.610295640","127.026470300","375","종암","종암","1811","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3760","시티파크103동","37.525827260","126.968994000","376","용산","용산","231","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3800","LG베스트샵군자","37.556394540","127.079054100","380","광진","광진","544","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3810","명지전문대","37.584139640","126.924349900","381","서대문","서대문","1957","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3850","도봉성우아파트","37.675593790","127.047797800","385","도봉","도봉","628","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3860","망원역","37.555958570","126.910212500","386","마포","마포","47","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3861","망원역(연등)","37.556731360","126.909494500","386","마포","마포","47","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3870","이에스에이리버하우스","37.551252900","127.050314000","387","성동","성동","223","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3880","고려대역","37.591161100","127.036389000","388","성북","성북","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3881","고려대역(연등)","37.589692290","127.036453300","388","성북","성북","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3890","사대부고앞","37.593072540","127.036302300","389","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3900","숭례초교","37.594641750","127.035894700","390","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3910","성북중앙병원","37.596629970","127.035392200","391","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3920","종암2치안센터","37.600774590","127.033701500","392","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3921","종암2치안센터(연등)","37.599049430","127.034424700","392","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3940","KT월곡","37.602798610","127.035686100","394","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3941","KT월곡(연등)1","37.601984990","127.037893800","394","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3942","KT월곡(연등)2","37.602155090","127.036673800","394","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3950","성북트리즘빌딩","37.602608150","127.038195500","395","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3951","성북트리즘빌딩(연등)","37.602463860","127.039070300","395","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3970","월곡역","37.602237760","127.041650600","397","종암","종암","635","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3980","동덕여대","37.603403200","127.042966800","398","종암","종암","57","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-3990","과기원후문","37.604749330","127.045266600","399","종암","종암","57","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4000","동일하이빌","37.604976340","127.031672000","400","종암","종암","558","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4010","월곡뉴타운정류장","37.606289330","127.027583300","401","종암","종암","61","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4020","미아사거리","37.609077010","127.030407700","402","강북","강북","61","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;3:-0.00013895646122819016:-0.000017061708078358606:0;4:0.00013895646122819016:-0.000017061708078358606:315;5:0.000017061708078358606:-0.00013895646122819016:90;6:0.000017061708078358606:0.00013895646122819016:45;8:-0.00013895646122819016:0.000017061708078358606:45","","-1","1;1;1;1;1;2;3"
"krd-4030","동성공업사","37.610711640","127.033482100","403","강북","강북","61","0|||","0|","2:-0.000017061708078358606:-0.00013895646122819016:45;6:0.000017061708078358606:0.00013895646122819016:45;7:0.00013895646122819016:0.000017061708078358606:180;18:0:-0.00018000000000029104:0","","-1","1;1;1;1;1;2;3"
"krd-4031","동성공업사(연등)","37.610135410","127.032398400","403","강북","강북","61","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4040","방천시장입구","37.611518680","127.035128500","404","강북","강북","61","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;3:-0.00013895646122819016:-0.000017061708078358606:0;4:0.00013895646122819016:-0.000017061708078358606:315;5:0.000017061708078358606:-0.00013895646122819016:90;6:0.000017061708078358606:0.00013895646122819016:45;7:0.00013895646122819016:0.000017061708078358606:180;8:-0.00013895646122819016:0.000017061708078358606:45","","-1","1;1;1;1;1;2;3"
"krd-4050","솔샘빌딩","37.617217370","127.027406700","405","강북","강북","58","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;3:-0.00013895646122819016:-0.000017061708078358606:0;4:0.00013895646122819016:-0.000017061708078358606:315;6:0.000017061708078358606:0.00013895646122819016:45;18:0:-0.00018000000000029104:0","","-1","1;1;1;1;1;2;3"
"krd-4060","삼양입구사거리","37.617145040","127.029814700","406","강북","강북","58","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;3:-0.00013895646122819016:-0.000017061708078358606:0;4:0.00013895646122819016:-0.000017061708078358606:315;6:0.000017061708078358606:0.00013895646122819016:45;7:0.00013895646122819016:0.000017061708078358606:180;8:-0.00013895646122819016:0.000017061708078358606:45;101:-0.00008241345054926796:0.00020398044800629123:0;106:0.00008241345054926796:0.00020398044800629123:0","","-1","1;1;1;1;1;2;3"
"krd-4061","삼양입구사거리(연등)1","37.617182960","127.028727900","406","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4062","삼양입구사거리(연등)2","37.616896500","127.030227800","406","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4063","삼양입구사거리(연등)3","37.616651700","127.029855400","406","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4070","송중초교","37.616455910","127.030624500","407","강북","강북","58","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;4:0.00013895646122819016:-0.000017061708078358606:315;7:0.00013895646122819016:0.000017061708078358606:180;8:-0.00013895646122819016:0.000017061708078358606:45","","-1","1;1;1;1;1;2;3"
"krd-4071","송중초교(연등)","37.616499080","127.031541400","407","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4080","도봉세무서","37.619420610","127.028950000","408","강북","강북","58","0|||","0|","4:0.00013895646122819016:-0.000017061708078358606:315;8:-0.00013895646122819016:0.000017061708078358606:45;18:0:-0.00018000000000029104:0","","-1","1;1;1;1;1;2;3"
"krd-4081","도봉세무서(연등)","37.618990890","127.029068800","408","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4090","방송대북부별관","37.621739760","127.028023200","409","강북","강북","58","0|||","0|","2:-0.000017061708078358606:-0.00013895646122819016:45;4:0.00013895646122819016:-0.000017061708078358606:315;6:0.000017061708078358606:0.00013895646122819016:45;8:-0.00013895646122819016:0.000017061708078358606:45","","-1","1;1;1;1;1;2;3"
"krd-4091","방송대북부별관(연등)","37.620782550","127.028347300","409","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-4100","미아역","37.626245170","127.026191900","410","강북","강북","58","0|||","0|","1:-0.000017061708078358606:0.00013895646122819016:270;2:-0.000017061708078358606:-0.00013895646122819016:45;4:0.00013895646122819016:-0.000017061708078358606:315;5:0.000017061708078358606:-0.00013895646122819016:90;6:0.000017061708078358606:0.00013895646122819016:45;8:-0.00013895646122819016:0.000017061708078358606:45","","-1","1;1;1;1;1;2;3"
