ID,Name,Lat,Lng,Seq,Police,Office,GroupID,FlashCfg,OpIntervention,ArrowConfigs,Controller,DiagramOrder,Weekly_plan
"krd-8650","조양시장","37.540813930","127.067992400","865","광진","광진","424","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8651","조양시장(연등)","37.541309550","127.066540300","865","광진","광진","424","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8660","한신초교","37.650971720","127.031127400","866","도봉","도봉","59","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8670","한성운수종점","37.634647740","127.035584200","867","강북","강북","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8680","쌍문청구아파트","37.659353860","127.034984300","868","도봉","도봉","1688","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8681","쌍문청구아파트(연등)","37.660483400","127.034922400","868","도봉","도봉","1688","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8690","강북구보건소","37.632879750","127.038740000","869","강북","강북","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8700","창림초교","37.641316140","127.040546500","870","도봉","도봉","342","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8710","숭미초교","37.650662220","127.028654900","871","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8711","숭미초교(연등)1","37.651421660","127.028461500","871","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8712","숭미초교(연등)2","37.652111070","127.028178400","871","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8713","숭미초교(연등)3","37.650866590","127.029712400","871","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8720","청학에너지","37.628724580","127.044077900","872","강북","강북","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8730","삼양그린빌딩","37.622499630","127.019818000","873","강북","강북","312","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8731","삼양그린빌딩(연등)","37.620981180","127.020580400","873","강북","강북","312","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8740","법종사","37.657543070","127.015315200","874","도봉","도봉","258","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8741","법종사(연등)1","37.657313800","127.016735700","874","도봉","도봉","258","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8742","법종사(연등)2","37.657662060","127.014698600","874","도봉","도봉","258","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8750","송천동주민센터","37.618580730","127.023804000","875","강북","강북","111","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8751","송천동주민센터(연등)","37.618165410","127.025298900","875","강북","강북","111","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8760","우이교회","37.637287530","127.017174200","876","강북","강북","312","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8761","우이교회(연등)","37.638318810","127.017113900","876","강북","강북","312","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8770","장평교","37.571704250","127.080072100","877","중랑","중랑","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8780","면목4치안센터","37.574156430","127.080034500","878","중랑","중랑","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8790","겸재삼거리","37.590539170","127.097392600","879","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8791","겸재삼거리(연등)","37.590337460","127.096211200","879","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8800","중랑전화국","37.591319790","127.080108500","880","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8810","면목2동","37.586652840","127.079895400","881","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8820","면동초교","37.584640630","127.088421400","882","중랑","중랑","709","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8830","묵2동","37.608234770","127.078213800","883","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8831","묵2동(연등)","37.609657960","127.077954200","883","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8850","하계실버센터","37.633469940","127.064313600","885","노원","노원","319","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8860","염광여상","37.625765320","127.052017500","886","노원","노원","151","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8861","염광여상(연등)","37.626228930","127.052691200","886","노원","노원","151","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8870","월계한진아파트","37.617798770","127.069986200","887","노원","노원","1679","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8880","월계대동아파트","37.621220510","127.059190600","888","노원","노원","735","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8890","진관119안전센터","37.628750590","126.919372700","889","은평","은평","428","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8900","어린이교통공원","37.644900640","127.061649600","890","노원","노원","1881","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8910","노원여성발전센터","37.642922240","127.062410700","891","노원","노원","1692","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8920","불암초교","37.650533060","127.081098300","892","노원","노원","216","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8921","불암초교(연등)","37.649619160","127.080959200","892","노원","노원","216","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8930","공릉삼익아파트404동앞","37.629274550","127.073560400","893","노원","노원","1718","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8940","방학성원아파트","37.662559660","127.034730200","894","도봉","도봉","1687","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8941","방학성원아파트(연등)1","37.662342780","127.033051600","894","도봉","도봉","1687","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8942","방학성원아파트(연등)2","37.661464180","127.034828300","894","도봉","도봉","1687","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8950","도봉문화정보도서관","37.644327440","127.044564200","895","도봉","도봉","1762","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8960","수락산역","37.678310730","127.055324400","896","노원","노원","298","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8970","도봉청소년도서관","37.664237220","127.046535600","897","도봉","도봉","628","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8980","상계119안전센터","37.654645590","127.071829500","898","노원","노원","670","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8981","상계119안전센터(연등)","37.655197640","127.071885500","898","노원","노원","670","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-8990","상계백병원","37.648983960","127.062137700","899","노원","노원","310","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9000","청호맨션","37.590448060","127.085276900","900","중랑","중랑","581","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9010","면목본동파출소","37.588024850","127.094224600","901","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9020","중랑구청사거리","37.606884620","127.095258800","902","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9030","두산대림아파트","37.618928020","127.087832100","903","중랑","중랑","567","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9040","혜원여중고후문","37.592051130","127.093421600","904","중랑","중랑","1750","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9050","능산지하차도","37.605777760","127.100871300","905","중랑","중랑","212","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9060","신내동성아파트","37.608046780","127.098822700","906","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9061","신내동성아파트(연등)1","37.607878380","127.097885600","906","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9062","신내동성아파트(연등)2","37.607544230","127.096745300","906","중랑","중랑","341","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9070","중흥초교","37.601879270","127.083635700","907","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9071","중흥초교(연등)","37.601633400","127.081173100","907","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9080","장위우체국","37.612462520","127.055319400","908","종암","종암","83","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9090","신창교","37.633263400","127.039522300","909","도봉","도봉","1646","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9091","신창교(연등)","37.633552040","127.040130600","909","도봉","도봉","1646","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9100","동진빌딩","37.576367890","127.025521600","910","동대문","동대문","176","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9110","면목동신교회","37.580974960","127.085343800","911","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9120","송곡관광고","37.606321470","127.105908800","912","중랑","중랑","1889","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9130","수경빌딩","37.580855770","127.086662600","913","중랑","중랑","661","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9160","도봉산성당","37.687393310","127.044424700","916","도봉","도봉","60","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9170","조계사앞","37.572011940","126.983020800","917","종로","종로","514","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9180","성산동대한빌딩","37.555830740","126.915057900","918","마포","마포","141","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9220","동곡삼거리","37.564216570","127.076461800","922","광진","광진","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9221","동곡삼거리(연등)","37.562096950","127.075262200","922","광진","광진","556","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9290","농협신설동지점","37.574824390","127.021378300","929","혜화","혜화","176","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9320","성바오로병원","37.579308590","127.042430700","932","동대문","동대문","1764","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9330","휘경여중","37.582928520","127.068423100","933","동대문","동대문","266","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9340","신한은행신설지점","37.574511570","127.023283400","934","동대문","동대문","176","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9360","광장사거리","37.545082400","127.104294200","936","광진","광진","1744","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9361","광장사거리(연등)","37.545698500","127.102440000","936","광진","광진","1744","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9370","불광삼익아파트","37.620294790","126.932040100","937","은평","은평","588","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9380","오장동사거리","37.564631390","127.002445700","938","중부","중부","188","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9381","오장동사거리(연등)","37.565619650","127.002356200","938","중부","중부","188","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9420","명성학원","37.601205560","126.931788400","942","서부","서부","573","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9430","충암고교","37.585678540","126.922764900","943","서부","서부","1957","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9431","충암고교(연등)1","37.586328470","126.921985300","943","서부","서부","1957","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9432","충암고교(연등)2","37.586390000","126.922840400","943","서부","서부","1957","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9440","신진학원","37.597708980","126.920338600","944","서부","서부","614","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9441","신진학원(연등)","37.598488500","126.920909200","944","서부","서부","614","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9450","응암시장","37.593870890","126.918056200","945","서부","서부","614","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9710","국민은행장위","37.613599870","127.048978400","971","종암","종암","1044","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9800","롯데마트서울역","37.555081880","126.969006300","980","남대문","남대문","1826","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9801","롯데마트서울역(연등)","37.554886960","126.967766000","980","남대문","남대문","1826","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9810","한양701동","37.656280560","127.033094700","981","도봉","도봉","1665","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9840","흥국사","37.657001070","126.942108400","984","은평","은평","181","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9850","한성대입구역","37.588493640","127.006213000","985","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9851","한성대입구역(연등)1","37.588166620","127.006652400","985","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-9852","한성대입구역(연등)2","37.587724600","127.004137900","985","성북","성북","362","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10390","만복기사식당","37.555465410","126.899899100","1039","마포","마포","107","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10430","청계9가","37.570085230","127.030350800","1043","동대문","동대문","636","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10431","청계9가(연등)1","37.569560950","127.030294900","1043","동대문","동대문","636","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10432","청계9가(연등)2","37.571212870","127.030445800","1043","동대문","동대문","636","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10530","성북경찰서","37.589948050","127.015395200","1053","성북","성북","213","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10531","성북경찰서(연등)","37.589323270","127.016191700","1053","성북","성북","213","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10540","신성미소지음아파트","37.569610610","127.044752800","1054","성동","성동","241","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10570","삼성아파트삼거리","37.543313730","127.102298000","1057","광진","광진","175","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10571","삼성아파트삼거리(연등)1","37.542951120","127.101283700","1057","광진","광진","175","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10572","삼성아파트삼거리(연등)2","37.543870360","127.103162500","1057","광진","광진","175","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10580","올림픽대교북단","37.541158280","127.095843000","1058","광진","광진","620","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10590","구의사거리","37.545081550","127.085301000","1059","광진","광진","253","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10600","숭미파출소","37.647244590","127.025679500","1060","도봉","도봉","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10610","이광언내과","37.645778870","127.024472200","1061","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10611","이광언내과(연등)1","37.644679430","127.023560700","1061","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10612","이광언내과(연등)2","37.646352490","127.024940300","1061","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10620","광산사거리","37.643182010","127.022334800","1062","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10621","광산사거리(연등)","37.643990730","127.021248000","1062","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10630","번동사거리","37.635476270","127.033831700","1063","강북","강북","324","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10640","하계3단지","37.627616650","127.069254300","1064","노원","노원","1691","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10650","상봉시장","37.592706300","127.086479900","1065","중랑","중랑","243","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10651","상봉시장(연등)","37.591900040","127.086179700","1065","중랑","중랑","243","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10660","우리은행중화","37.605372130","127.078730900","1066","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10670","대주아파트앞","37.621676740","127.071749600","1067","노원","노원","1693","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10680","신내차량기지","37.612960900","127.101328600","1068","중랑","중랑","212","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10681","신내차량기지(연등)","37.613846970","127.101415300","1068","중랑","중랑","212","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10690","동일로지하차도","37.595006960","127.080273700","1069","중랑","중랑","1726","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10700","석관지구대앞","37.611004170","127.062616700","1070","종암","종암","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10710","광운대입구","37.616946170","127.056414100","1071","종암","종암","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10711","광운대입구(연등)","37.617290660","127.056581100","1071","종암","종암","320","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10730","서울과학기술대입구","37.628911910","127.071341900","1073","노원","노원","53","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10740","노원자동차검사소","37.637922870","127.072407500","1074","노원","노원","319","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10741","노원자동차검사소(연등)","37.638065230","127.073800300","1074","노원","노원","319","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10750","중계경남아파트","37.643585020","127.064780800","1075","노원","노원","310","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10760","경남아파트101동","37.561201900","126.955933900","1076","서대문","서대문","713","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10770","중계역","37.645561600","127.063893200","1077","노원","노원","310","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10771","중계역(연등)","37.647086410","127.063107300","1077","노원","노원","310","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10780","북성초교앞","37.559085460","126.953569600","1078","서대문","서대문","1931","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10781","북성초교앞(연등)1","37.558778210","126.952964200","1078","서대문","서대문","1931","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10782","북성초교앞(연등)2","37.558594020","126.954645400","1078","서대문","서대문","1931","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10790","아현중앙교회","37.557713000","126.951923400","1079","서대문","서대문","1931","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10791","아현중앙교회(연등)","37.558182150","126.951909500","1079","서대문","서대문","1931","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10810","창동역","37.653923110","127.050598100","1081","도봉","도봉","577","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10820","리치다이아몬드호텔","37.647864000","127.015796200","1082","강북","강북","124","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10840","응암수협은행","37.587277410","126.920722100","1084","서부","서부","273","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10850","삼양중앙감리교회앞","37.618674230","127.015448200","1085","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10860","수유시장앞","37.630664850","127.024436300","1086","강북","강북","58","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10890","노해근린공원","37.649192230","127.069566400","1089","노원","노원","309","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10891","노해근린공원(연등)","37.647724250","127.070034000","1089","노원","노원","309","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10900","하계중","37.640247520","127.073152800","1090","노원","노원","309","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10930","서울의숲입구","37.545464250","127.043483500","1093","성동","성동","18","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10931","서울의숲입구(연등)1","37.545029200","127.043318900","1093","성동","성동","18","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10932","서울의숲입구(연등)2","37.543887830","127.042816000","1093","성동","성동","18","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10940","응암오거리","37.590103580","126.917207100","1094","서부","서부","614","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10941","응암오거리(연등)","37.589139420","126.918465800","1094","서부","서부","614","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10950","신사동고개삼거리","37.597830530","126.910146900","1095","서부","서부","1442","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10951","신사동고개삼거리(연등)","37.599041810","126.910177000","1095","서부","서부","1442","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10960","신사동고개사거리","37.596327910","126.909240800","1096","서부","서부","616","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-10961","신사동고개사거리(연등)","37.596790910","126.908277000","1096","서부","서부","616","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11060","효문고","37.652611120","127.017351800","1106","도봉","도봉","559","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11070","유승약국","37.611028270","126.921757200","1107","은평","은평","260","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11071","유승약국(연등)","37.610261220","126.921632300","1107","은평","은평","260","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11080","역말사거리","37.605860490","126.915386700","1108","서부","서부","260","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11081","역말사거리(연등)","37.605795990","126.914492600","1108","서부","서부","260","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11090","서울혁신파크","37.608821070","126.931366400","1109","서부","서부","573","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11100","금호고교","37.553277090","127.022675200","1110","성동","성동","267","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11240","중계그린아파트","37.640446040","127.063546800","1124","노원","노원","1692","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11241","중계그린아파트(연등)","37.641284910","127.063142500","1124","노원","노원","1692","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11270","삼각산아이원120동","37.616746840","127.018142000","1127","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11271","삼각산아이원120동(연등)","37.616212140","127.019002800","1127","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11280","삼각산아이원108동","37.616189730","127.017092900","1128","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11290","광진교북단삼거리","37.546676250","127.105742100","1129","광진","광진","204","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11300","광진교북단사거리","37.546501220","127.107563000","1130","광진","광진","204","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11310","중곡사거리","37.559409830","127.087630700","1131","광진","광진","1771","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11311","중곡사거리(연등)1","37.558646920","127.087773400","1131","광진","광진","1771","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11312","중곡사거리(연등)2","37.557732510","127.087914200","1131","광진","광진","1771","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11360","성동자활센터","37.545439920","127.015481900","1136","성동","성동","381","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11370","서울시설공단남단","37.571789570","127.037946600","1137","성동","성동","67","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11430","솔샘시장","37.619991470","127.018384200","1143","강북","강북","117","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11431","솔샘시장(연등)","37.619867010","127.019330700","1143","강북","강북","117","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11440","SK씨티아파트","37.620143240","127.015336200","1144","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11441","SK씨티아파트(연등)","37.620082580","127.016731600","1144","강북","강북","278","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11450","번동제일교회","37.635039340","127.028337000","1145","강북","강북","324","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11460","수락터미널","37.678503130","127.053611200","1146","노원","노원","729","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11510","해성교회","37.615051090","127.078553100","1151","중랑","중랑","294","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11511","해성교회(연등)1","37.614426490","127.078130500","1151","중랑","중랑","294","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11512","해성교회(연등)2","37.614183480","127.078037800","1151","중랑","중랑","294","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11530","다운교회앞","37.545706420","126.912535300","1153","마포","마포","1698","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11540","안암오거리","37.582694940","127.029520100","1154","성북","성북","731","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11541","안암오거리(연등)1","37.583092010","127.029536600","1154","성북","성북","731","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11542","안암오거리(연등)2","37.582412040","127.029608300","1154","성북","성북","731","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11543","안암오거리(연등)3","37.582667060","127.030010500","1154","성북","성북","731","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11544","안암오거리(연등)4","37.582039530","127.028592800","1154","성북","성북","731","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11550","성북1치안센터","37.590432700","127.004088700","1155","성북","성북","93","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11551","성북1치안센터(연등)","37.591555860","127.003289500","1155","성북","성북","93","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11580","삼양동사거리","37.619476090","127.021049400","1158","강북","강북","117","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11590","광남중고교입구","37.539267880","127.098367600","1159","광진","광진","268","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11591","광남중고교입구(연등)","37.538136500","127.097063500","1159","광진","광진","268","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11600","선화예고","37.547556380","127.088066900","1160","광진","광진","695","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11610","선덕고교입구","37.657699140","127.027804900","1161","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11611","선덕고교입구(연등)","37.656721290","127.027860800","1161","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11620","삼익세라믹아파트","37.658152490","127.035096600","1162","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11621","삼익세라믹아파트(연등)","37.658109960","127.034256000","1162","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11630","한양상가","37.657906460","127.031090200","1163","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11631","한양상가(연등)1","37.657827870","127.029691200","1163","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11632","한양상가(연등)2","37.658013520","127.032887900","1163","도봉","도봉","1868","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11640","한진그랑빌아파트","37.626602690","127.036851400","1164","강북","강북","330","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11641","한진그랑빌아파트(연등)1","37.627131930","127.037499100","1164","강북","강북","330","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11642","한진그랑빌아파트(연등)2","37.627564820","127.037953900","1164","강북","강북","330","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11650","먹골역","37.612244030","127.077431100","1165","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11651","먹골역(연등)1","37.613264150","127.077952000","1165","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
"krd-11652","먹골역(연등)2","37.612066090","127.077804900","1165","중랑","중랑","325","0|||","0|","","","-1","1;1;1;1;1;2;3"
