GroupID,GroupName,Weekday,Friday,Saturday,Sunday,Special,Flextime1,Flextime2,Flextime3,Flextime4,Flextime5,TSD_SET1,TSD_SET2,TSD_SET3
50,그룹 50,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,06:00|100|1;10:00|100|1;18:00|100|1;22:00|80|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
52,그룹 52,01:00|120|1;05:00|130|1;07:00|140|1;10:00|130|1;15:00|130|1;17:30|140|1;20:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;05:00|130|1;08:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;06:00|130|1;09:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;06:00|130|1;09:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;05:00|130|1;07:00|140|1;10:00|130|1;15:00|130|1;17:30|140|1;20:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;05:00|130|1;08:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;06:00|130|1;09:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,01:00|120|1;06:00|130|1;09:00|140|1;11:30|130|1;13:30|140|1;19:00|130|1;22:00|120|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
53,그룹 53,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
54,그룹 54,00:00|130|1;05:00|130|1;06:00|140|1;07:00|150|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|140|1;07:00|150|1;09:30|140|1;12:00|140|1;13:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|130|1;07:00|140|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|130|1;07:00|140|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|140|1;07:00|150|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|140|1;07:00|150|1;09:30|140|1;12:00|140|1;13:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|130|1;07:00|140|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:00|130|1;06:00|130|1;07:00|140|1;09:30|140|1;12:00|140|1;18:00|150|1;23:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
57,그룹 57,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
58,그룹 58,00:00|130|1;05:30|140|1;06:30|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;13:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;05:30|140|1;06:30|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;13:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|130|1;06:00|140|1;07:00|150|1;09:30|150|1;14:00|150|1;18:00|150|1;23:00|140|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
59,그룹 59,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
60,그룹 60,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
61,그룹 61,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
62,그룹 62,00:00|120|1;05:00|130|1;07:00|140|1;10:00|140|1;17:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;08:00|140|1;13:00|140|1;21:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;09:00|140|1;14:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;09:00|140|1;14:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;07:00|140|1;10:00|140|1;17:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;08:00|140|1;13:00|140|1;21:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;09:00|140|1;14:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|120|1;05:00|130|1;09:00|140|1;14:00|140|1;20:00|130|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
63,그룹 63,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,00:00|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1;-1|100|1,0||,0||,0||
