ID,MapIdx,movA,movB,pedMovA,pedMovB,mainMovements,yellowA,yellowB,allredA,allredB,pedA,pedB,pedDelayA,pedDelayB,pedFlashA,pedFlashB,pedGreenA,pedGreenB,startTime,endTime
krd-10,0,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;106;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;0;0;0;0;0,3;3;3;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,29;24;30;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;18;0;0;0;0;0,0;0;0;0;0;0;0;0,29;24;12;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-10,1,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-10,2,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-10,3,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-10,4,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-10,5,6;6;5;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-11,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-20,0,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;117;0;0;0;0,0;0;0;103;0;0;0;0,A0;B0,3;3;3;0;0;0;0;0,3;3;3;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;34;0;0;0;0,0;0;0;34;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;24;0;0;0;0,0;0;0;24;0;0;0;0,0;0;0;10;0;0;0;0,0;0;0;10;0;0;0;0,,
krd-20,1,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-20,2,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-20,3,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-20,4,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-20,5,5;8;18;17;0;0;0;0,18;4;3;17;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,0,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,1,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,2,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,3,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,4,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-30,5,8;7;5;1;0;0;0;0,4;4;5;1;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-31,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,0,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,1,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,2,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,3,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,4,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-40,5,8;18;0;0;0;0;0;0,4;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-50,0,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,108;0;105;0;0;0;0;0,101;0;0;103;0;0;0;0,A0;B0,4;3;3;3;0;0;0;0,4;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,33;0;23;0;0;0;0;0,39;13;24;28;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,22;0;15;0;0;0;0;0,0;0;0;18;0;0;0;0,11;0;8;0;0;0;0;0,39;13;24;10;0;0;0;0,,
krd-50,1,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,108;0;105;0;0;0;0;0,101;0;0;103;0;0;0;0,A0;B0,4;3;3;3;0;0;0;0,4;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,33;0;23;0;0;0;0;0,39;13;24;28;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,22;0;15;0;0;0;0;0,0;0;0;18;0;0;0;0,11;0;8;0;0;0;0;0,39;13;24;10;0;0;0;0,,
krd-50,2,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-50,3,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-50,4,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-50,5,8;7;6;5;0;0;0;0,4;3;1;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-51,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-60,0,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-60,1,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-60,2,5;2;1;0;0;0;0;0,6;3;8;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
