ID,MapIdx,movA,movB,pedMovA,pedMovB,mainMovements,yellowA,yellowB,allredA,allredB,pedA,pedB,pedDelayA,pedDelayB,pedFlashA,pedFlashB,pedGreenA,pedGreenB,startTime,endTime
krd-25650,4,6;5;7;8;0;0;0;0,2;1;4;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25650,5,6;5;7;8;0;0;0;0,2;1;4;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25651,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,0,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;108;0;108;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;0;3;0;0;0;0;0,3;0;3;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;22;0;22;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;12;0;12;0;0;0;0,0;0;0;0;0;0;0;0,0;10;0;10;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,1,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,2,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,3,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,4,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25660,5,8;18;8;18;0;0;0;0,4;18;4;18;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25670,0,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;118;0;0;0;0;0;0,A0;B0,3;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;22;0;0;0;0;0;0,0;22;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;14;0;0;0;0;0;0,0;14;0;0;0;0;0;0,0;8;0;0;0;0;0;0,0;8;0;0;0;0;0;0,,
krd-25670,1,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25670,2,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25670,3,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25670,4,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25670,5,6;18;0;0;0;0;0;0,2;18;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,0,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,1,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,2,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,3,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,4,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25680,5,6;5;7;8;0;0;0;0,2;2;3;3;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25681,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,0,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;0;0;0;0;0,3;3;3;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,1,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,2,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,3,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,4,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25700,5,6;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,0,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;4;0;0;0;0;0,3;3;4;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,1,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,2,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,3,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,4,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25710,5,5;6;7;0;0;0;0;0,2;2;18;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,1,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,3,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,4,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25711,5,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
krd-25712,0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,A0;B0,3;3;3;3;0;0;0;0,3;3;3;3;0;0;0;0,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,0;15;0;15;0;0;0;0,0;15;0;15;0;0;0;0,0;2;0;2;0;0;0;0,0;2;0;2;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,,
